date,demand,net_generation,total_interchange,ng_nuclear,ng_hydro,ng_solar,ng_wind,ng_natural_gas,temperature_2m,temp_max,temp_min,apparent_temperature,relative_humidity_2m,dew_point_2m,precipitation,rain,snowfall,snow_depth,cloud_cover,wind_speed_10m,wind_gusts_10m,weather_code,year,NYNGSP,NYPOP,is_holiday,month,day_of_month,day_of_week,week_of_year,quarter,is_weekend,demand_lag_3d,demand_lag_4d,demand_lag_5d,demand_lag_6d,demand_lag_7d,demand_lag_14d,demand_lag_21d,demand_lag_28d,demand_roll_mean_7d,demand_roll_std_7d,demand_roll_mean_30d,demand_roll_min_30d,demand_roll_max_30d,temperature_2m_lag_1d,temperature_2m_lag_2d,apparent_temperature_lag_1d,apparent_temperature_lag_2d,relative_humidity_2m_lag_1d,relative_humidity_2m_lag_2d,dew_point_2m_lag_1d,dew_point_2m_lag_2d,target_day1,target_day2,target_day3
2015-08-08,443860.0,393473.0,-50387.0,0.0,0.0,0.0,0.0,0.0,22.604166666666668,27.4,18.0,23.633333333333336,64.41666666666667,14.991666666666667,0.0,0.0,0.0,0.0,73.04166666666667,5.704166666666667,22.0,3.0,2015,1434606.3,19653431,0,8,8,5,32,3,1,522326.0,555965.0,561226.0,487181.0,503157.0,470820.0,485589.0,468524.0,540302.4285714285,37954.65242829123,526221.8333333334,460404.0,622939.0,23.254166666666663,22.816666666666663,24.09166666666667,22.9,62.958333333333336,55.333333333333336,15.204166666666666,12.933333333333332,445809.0,502788.0,509155.0
2015-08-09,445809.0,394149.0,-51660.0,0.0,0.0,0.0,0.0,0.0,22.929166666666664,27.7,18.3,23.6125,63.91666666666666,15.066666666666668,0.0,0.0,0.0,0.0,29.20833333333333,7.979166666666667,27.0,3.0,2015,1434606.3,19653431,0,8,9,6,32,3,1,492040.0,522326.0,555965.0,561226.0,487181.0,491198.0,547318.0,480017.0,525313.2857142857,32117.85940207466,524057.5,460404.0,622939.0,22.604166666666668,23.254166666666663,23.633333333333336,24.09166666666667,64.41666666666667,62.958333333333336,14.991666666666667,15.204166666666666,502788.0,509155.0,504308.0
2015-08-10,502788.0,442937.0,-59851.0,0.0,0.0,0.0,0.0,0.0,22.3375,26.8,18.2,23.366666666666664,71.25,16.508333333333333,0.0,0.0,0.0,0.0,56.54166666666666,9.633333333333333,31.3,3.0,2015,1434606.3,19653431,0,8,10,0,33,3,0,489663.0,492040.0,522326.0,555965.0,561226.0,558068.0,622939.0,546655.0,515936.8571428572,31479.568100746357,522330.8,460404.0,622939.0,22.929166666666664,22.604166666666668,23.6125,23.633333333333336,63.91666666666666,64.41666666666667,15.066666666666668,14.991666666666667,509155.0,504308.0,491910.0
2015-08-11,509155.0,450202.0,-58953.0,0.0,0.0,0.0,0.0,0.0,22.304166666666664,26.0,20.8,24.39583333333333,87.16666666666667,20.0375,30.2,30.2,0.0,0.0,91.5,12.3375,45.0,63.0,2015,1434606.3,19653431,0,8,11,1,33,3,0,443860.0,489663.0,492040.0,522326.0,555965.0,593878.0,575758.0,532540.0,507465.8571428572,41783.61510380424,520816.26666666666,443860.0,622939.0,22.3375,22.929166666666664,23.366666666666664,23.6125,71.25,63.91666666666666,16.508333333333333,15.066666666666668,504308.0,491910.0,505154.0
2015-08-12,504308.0,431851.0,-72457.0,0.0,0.0,0.0,0.0,0.0,22.95833333333333,27.5,18.9,23.479166666666668,67.04166666666667,15.8625,0.0,0.0,0.0,0.0,27.75,11.641666666666666,25.9,3.0,2015,1434606.3,19653431,0,8,12,2,33,3,0,445809.0,443860.0,489663.0,492040.0,522326.0,615851.0,509406.0,508429.0,501555.5714285714,47645.90785106712,519208.9,443860.0,622939.0,22.304166666666664,22.3375,24.39583333333333,23.366666666666664,87.16666666666667,71.25,20.0375,16.508333333333333,491910.0,505154.0,505949.0
2015-08-13,491910.0,416732.0,-75178.0,0.0,0.0,0.0,0.0,0.0,22.329166666666666,27.4,17.2,22.816666666666663,61.958333333333336,13.9875,0.0,0.0,0.0,0.0,10.583333333333334,7.733333333333333,20.5,1.0,2015,1434606.3,19653431,0,8,13,3,33,3,0,502788.0,445809.0,443860.0,489663.0,492040.0,596964.0,494119.0,460404.0,493207.28571428574,39945.58157341174,520351.0333333333,443860.0,622939.0,22.95833333333333,22.304166666666664,23.479166666666668,24.39583333333333,67.04166666666667,87.16666666666667,15.8625,20.0375,505154.0,505949.0,519749.0
2015-08-14,505154.0,432650.0,-72504.0,0.0,0.0,0.0,0.0,0.0,23.479166666666668,29.2,16.8,24.258333333333336,60.125,14.554166666666667,0.0,0.0,0.0,0.0,1.9166666666666667,7.704166666666667,30.6,0.0,2015,1434606.3,19653431,0,8,14,4,33,3,0,509155.0,502788.0,445809.0,443860.0,489663.0,555298.0,492282.0,468983.0,486520.1428571429,30486.80221247962,521322.3,443860.0,622939.0,22.329166666666666,22.95833333333333,22.816666666666663,23.479166666666668,61.958333333333336,67.04166666666667,13.9875,15.8625,505949.0,519749.0,596145.0
2015-08-15,505949.0,425877.0,-80072.0,0.0,0.0,0.0,0.0,0.0,25.508333333333336,31.4,19.9,27.1,61.0,16.954166666666666,0.0,0.0,0.0,0.0,9.916666666666666,8.15,23.8,1.0,2015,1434606.3,19653431,0,8,15,5,33,3,1,504308.0,509155.0,502788.0,445809.0,443860.0,503157.0,470820.0,485589.0,483946.1428571429,27582.122165323894,519910.7333333333,443860.0,622939.0,23.479166666666668,22.329166666666666,24.258333333333336,22.816666666666663,60.125,61.958333333333336,14.554166666666667,13.9875,519749.0,596145.0,596304.0
2015-08-16,519749.0,426341.0,-93408.0,0.0,0.0,0.0,0.0,0.0,26.425,31.5,20.9,28.675,62.083333333333336,18.025,0.0,0.0,0.0,0.0,20.166666666666668,5.741666666666667,24.5,2.0,2015,1434606.3,19653431,0,8,16,6,33,3,1,491910.0,504308.0,509155.0,502788.0,445809.0,487181.0,491198.0,547318.0,483927.5714285714,27575.807216091463,518556.4,443860.0,622939.0,25.508333333333336,23.479166666666668,27.1,24.258333333333336,61.0,60.125,16.954166666666666,14.554166666666667,596145.0,596304.0,595990.0
2015-08-17,596145.0,509283.0,-86862.0,0.0,0.0,0.0,0.0,0.0,27.3625,32.6,21.9,29.53333333333333,60.54166666666666,18.375,0.0,0.0,0.0,0.0,23.416666666666668,7.354166666666667,26.3,2.0,2015,1434606.3,19653431,0,8,17,0,34,3,0,505154.0,491910.0,504308.0,509155.0,502788.0,561226.0,558068.0,622939.0,486140.5714285714,28711.01823259453,518447.2333333333,443860.0,622939.0,26.425,25.508333333333336,28.675,27.1,62.083333333333336,61.0,18.025,16.954166666666666,596304.0,595990.0,591069.0
2015-08-18,596304.0,514056.0,-82248.0,0.0,0.0,0.0,0.0,0.0,26.3625,31.3,23.1,28.695833333333336,66.79166666666667,19.341666666666665,0.3,0.3,0.0,0.0,44.708333333333336,9.675,32.4,51.0,2015,1434606.3,19653431,0,8,18,1,34,3,0,505949.0,505154.0,491910.0,504308.0,509155.0,555965.0,593878.0,575758.0,495010.4285714286,22360.463507845947,519965.4,443860.0,622939.0,27.3625,26.425,29.53333333333333,28.675,60.54166666666666,62.083333333333336,18.375,18.025,595990.0,591069.0,534038.0
2015-08-19,595990.0,499651.0,-96339.0,0.0,0.0,0.0,0.0,0.0,25.02083333333333,28.9,21.7,27.633333333333336,77.04166666666667,20.3875,0.1,0.1,0.0,0.0,30.5,10.554166666666667,31.7,51.0,2015,1434606.3,19653431,0,8,19,2,34,3,0,519749.0,505949.0,505154.0,491910.0,504308.0,522326.0,615851.0,509406.0,505573.28571428574,8267.8156670767,521657.6,443860.0,622939.0,26.3625,27.3625,28.695833333333336,29.53333333333333,66.79166666666667,60.54166666666666,19.341666666666665,18.375,591069.0,534038.0,460646.0
